cycle_number,c_rate,voltage_mean,voltage_std,current_mean,temperature_mean,discharge_capacity,soh
436,3.0,3.36,0.3602,7.3962,52.97,2.5148,0.5
437,3.0,3.363,0.3631,7.6829,53.68,2.5223,0.5
438,3.0,3.3314,0.3712,7.456,52.51,2.5114,0.5
439,3.0,3.343,0.354,7.4791,53.69,2.4947,0.5
440,3.0,3.3563,0.3585,7.4335,52.9,2.4942,0.5
441,3.0,3.3302,0.3574,7.5097,53.04,2.5185,0.5
442,3.0,3.3742,0.3598,7.6246,52.48,2.4884,0.5
443,3.0,3.3175,0.3706,7.5215,52.24,2.4908,0.5
444,3.0,3.3562,0.366,7.471,53.05,2.4912,0.5
445,3.0,3.351,0.3709,7.4562,53.36,2.491,0.5
446,3.0,3.355,0.3558,7.46,52.62,2.5189,0.5
447,3.0,3.3617,0.3547,7.4307,52.57,2.5058,0.5
448,3.0,3.3425,0.363,7.4534,53.58,2.4939,0.5
449,3.0,3.3528,0.3608,7.3929,52.71,2.5097,0.5
450,3.0,3.3528,0.3561,7.6097,51.99,2.4855,0.5
451,3.0,3.3505,0.3638,7.3482,53.17,2.5165,0.5
452,3.0,3.3587,0.3599,7.3716,53.68,2.4944,0.5
453,3.0,3.3438,0.3459,7.4787,53.7,2.4971,0.5
454,3.0,3.3588,0.365,7.5446,53.27,2.482,0.5
455,3.0,3.3537,0.3618,7.5359,54.17,2.5042,0.5
456,3.0,3.3496,0.3664,7.5048,52.9,2.4835,0.5
457,3.0,3.3378,0.3558,7.5543,52.63,2.5126,0.5
458,3.0,3.3547,0.3605,7.5697,53.35,2.4758,0.5
459,3.0,3.3616,0.3593,7.5031,52.52,2.4849,0.5
460,3.0,3.3556,0.3559,7.4226,53.36,2.5022,0.5
461,3.0,3.3284,0.3576,7.6797,53.27,2.5044,0.5
462,3.0,3.3266,0.3559,7.4599,54.05,2.5086,0.5
463,3.0,3.36,0.358,7.6212,52.63,2.4897,0.5
464,3.0,3.3606,0.3574,7.4958,52.83,2.5051,0.5
465,3.0,3.3521,0.3579,7.465,53.52,2.5003,0.5
466,3.0,3.3502,0.3524,7.5667,53.01,2.5018,0.5
467,3.0,3.3326,0.3582,7.48,53.09,2.5074,0.5
468,3.0,3.3551,0.3567,7.5075,53.11,2.4937,0.5
469,3.0,3.3429,0.3634,7.4265,52.9,2.491,0.5
470,3.0,3.3314,0.3562,7.5242,53.59,2.5032,0.5
471,3.0,3.3583,0.3624,7.6357,53.69,2.5045,0.5
472,3.0,3.361,0.3558,7.5633,53.9,2.4934,0.5
473,3.0,3.3362,0.3594,7.5265,53.36,2.4956,0.5
474,3.0,3.3497,0.3611,7.6383,53.53,2.5047,0.5
475,3.0,3.3567,0.3617,7.6284,52.66,2.5005,0.5
476,3.0,3.3574,0.3571,7.5437,52.29,2.5011,0.5
477,3.0,3.3413,0.3599,7.4416,53.1,2.4963,0.5
478,3.0,3.3592,0.3594,7.6024,53.04,2.5154,0.5
479,3.0,3.3533,0.3643,7.5089,53.43,2.5098,0.5
480,3.0,3.359,0.3605,7.4894,52.99,2.4952,0.5
481,3.0,3.3589,0.3618,7.56,53.67,2.5127,0.5
482,3.0,3.363,0.3574,7.431,52.62,2.482,0.5
483,3.0,3.3425,0.3629,7.5722,52.37,2.4935,0.5
484,3.0,3.3445,0.3613,7.4498,52.75,2.4976,0.5
485,3.0,3.3551,0.364,7.629,53.76,2.4917,0.5
486,3.0,3.3814,0.3593,7.6039,52.25,2.4876,0.5
487,3.0,3.3494,0.3549,7.4861,54.14,2.4777,0.5
488,3.0,3.3496,0.3586,7.5528,53.62,2.506,0.5
489,3.0,3.3744,0.3533,7.4915,53.26,2.5194,0.5
490,3.0,3.3521,0.36,7.4252,52.97,2.4993,0.5
491,3.0,3.3425,0.3536,7.4959,53.29,2.5172,0.5
492,3.0,3.3575,0.3592,7.6868,53.07,2.5,0.5
493,3.0,3.355,0.3614,7.4943,52.87,2.495,0.5
494,3.0,3.3563,0.3594,7.5287,53.39,2.4996,0.5
495,3.0,3.3502,0.3735,7.5312,53.16,2.5065,0.5
496,3.0,3.3629,0.3585,7.6055,53.13,2.4967,0.5
497,3.0,3.339,0.3627,7.3806,53.45,2.4968,0.5
498,3.0,3.3335,0.36,7.6143,54.69,2.5104,0.5
499,3.0,3.3635,0.3646,7.5212,53.12,2.5024,0.5
500,3.0,3.3624,0.3666,7.4116,52.83,2.4985,0.5
